연도,월,시도 명,시군구 명,읍면동 명,동리 명,측정소 명,수온,수소이온농도,용존산소,생화학적 산소요구량,화학적 산소요구량,부유물질,총질소,총인
2022,12,전라북도,부안군,동진면,하장리,고부천2,3.6,8.6,12.4,3.8,11.6,36.0,5.355,0.188
2022,12,전라북도,부안군,동진면,하장리,고부천3,4.3,8.4,13.6,3.4,10.4,42.9,6.018,0.171
2022,12,전라북도,정읍시,영원면,앵성리,고부천1,4.7,8.7,13.1,2.4,9.5,33.6,5.491,0.163
2022,12,전라북도,김제시,부량면,옥정리,동진강3,2.7,8.4,15.4,1.2,5.5,5.5,4.132,0.057
2022,12,전라북도,정읍시,신태인읍,,동진강2,2.9,8.0,13.2,1.8,3.7,2.3,2.083,0.027
2022,12,전라북도,정읍시,신태인읍,구석리,용호천,4.3,8.3,13.2,0.9,5.7,5.0,2.579,0.092
2022,12,전라북도,정읍시,옹동면,산성리,동진강1,4.1,8.1,13.3,1.9,3.3,0.7,1.783,0.021
2022,12,전라북도,김제시,성덕면,남포리,신평천,5.7,8.0,9.8,5.3,10.1,23.8,4.983,0.166
2022,12,전라북도,김제시,죽산면,대창리,원평천3,4.1,8.4,15.0,2.7,9.8,33.0,3.834,0.166
2022,12,전라북도,김제시,봉남면,용신리,원평천1,2.3,7.6,13.2,2.3,6.0,4.1,4.850,0.034
2022,12,전라북도,김제시,죽산면,죽산리,원평천2,5.7,8.5,11.8,3.1,8.3,27.1,3.392,0.089
2022,12,전라북도,정읍시,공평동,,정읍천3,5.7,8.5,12.4,1.4,5.2,3.9,2.559,0.068
2022,12,전라북도,정읍시,송산동,,정읍천1,7.0,8.8,11.1,0.6,3.1,3.0,1.859,0.012
2022,12,전라북도,정읍시,연지동,,정읍천2,8.2,8.6,12.6,0.9,2.8,1.5,2.659,0.018
2022,12,전라북도,정읍시,이평면,하송리,정읍천4,5.3,8.0,11.4,1.6,8.1,4.1,7.744,0.066
2022,12,전라북도,정읍시,하모동,,천원천,5.2,8.5,11.1,1.6,5.2,6.9,3.434,0.084
2022,12,전라북도,김제시,백구면,마산리,마산천,6.7,9.0,13.0,5.4,9.0,60.0,7.866,0.397
2022,12,전라북도,완주군,삼례읍,,삼례,10.3,7.6,9.6,4.1,11.1,6.5,10.362,0.059
2022,12,전라북도,익산시,춘포면,인수리,익산천1,4.5,7.8,13.4,3.0,4.3,2.4,4.897,0.107
2022,12,전라북도,익산시,춘포면,인수리,익산천2,5.6,7.7,13.2,2.5,4.3,2.8,4.887,0.112
2022,12,전라북도,군산시,대야면,광교리,탑천,3.3,7.5,10.8,3.7,10.0,17.5,5.214,0.150
2022,12,전라북도,김제시,백구면,백구리,김제,4.5,7.8,12.4,2.3,8.5,9.4,7.926,0.092
2022,12,전라북도,김제시,백구면,월봉리,용암천,4.7,8.6,12.7,11.7,17.1,61.0,8.752,0.548
2022,12,전라북도,전주시완산구,서신동,,삼천3,3.5,8.7,13.2,0.9,4.0,1.9,2.866,0.043
2022,12,전라북도,전주시완산구,평화동3가,,삼천1,6.4,8.6,13.1,0.5,3.1,4.6,2.954,0.026
2022,12,전라북도,전주시완산구,효자동2가,,삼천2,4.6,8.6,12.7,0.8,3.5,2.1,3.142,0.043
2022,12,전라북도,완주군,소양면,황운리,소양천1,7.6,9.1,12.6,0.5,2.2,0.9,3.772,0.020
2022,12,전라북도,완주군,용진읍,상운리,소양천2,7.3,8.9,12.7,0.6,2.9,1.2,4.117,0.031
2022,12,전라북도,익산시,춘포면,용연리,익산천3,4.6,7.7,12.8,3.0,4.6,5.3,4.354,0.077
2022,12,전라북도,전주시덕진구,고랑동,,전주천7,14.2,7.1,9.5,4.3,11.3,5.1,14.534,0.048
2022,12,전라북도,전주시덕진구,전미동1가,,전주,3.9,8.1,13.6,2.7,6.1,5.1,2.755,0.197
2022,12,전라북도,전주시완산구,대성동,,전주천1,7.2,8.9,12.7,0.3,1.5,0.5,3.170,0.011
2022,12,전라북도,완주군,고산면,읍내리,고산,5.8,8.4,12.7,1.3,3.2,2.7,2.026,0.005
2022,12,전라북도,무주군,무주읍,대차리,무주남대천2,6.2,8.7,13.3,0.7,2.2,0.1,2.631,0.008
2022,12,전라북도,무주군,무주읍,읍내리,무주남대천1,4.3,12.4,8.6,0.6,2.5,1.2,2.479,0.007
2022,12,전라북도,무주군,무주읍,읍내리,무주남대천3,3.2,8.5,14.6,0.4,2.7,0.5,2.337,0.011
2022,12,전라북도,부안군,상서면,청림리,백천내,7.9,6.8,10.9,0.6,1.2,0.6,3.193,0.005
2022,12,전라북도,무주군,안성면,진도리,구량천,1.4,8.1,14.8,0.3,2.4,3.7,2.775,0.014
2022,12,전라북도,진안군,정천면,월평리,정자천,2.5,7.9,13.9,0.3,2.1,0.4,2.807,0.005
2022,12,전라북도,진안군,진안읍,운산리,진안천,3.5,7.7,11.8,1.9,2.0,1.3,2.175,0.031
2022,12,전라북도,진안군,진안읍,가막리,가막,2.1,9.0,15.0,0.6,2.6,0.5,4.020,0.007
2022,12,전라북도,무주군,무주읍,용포리,용포,8.1,8.4,12.1,0.7,3.9,0.2,1.311,0.006
2022,12,전라북도,진안군,용담면,송풍리,용담,8.4,7.2,11.3,0.3,3.6,0.9,1.238,0.005
2022,12,전라북도,남원시,운봉읍,,람천2,5.0,8.9,12.3,1.6,2.4,0.2,2.148,0.017
2022,12,전라북도,남원시,인월면,중군리,람천1,5.7,8.9,14.0,2.1,3.3,2.0,3.596,0.025
2022,12,전라북도,임실군,관촌면,방수리,관촌,4.1,7.7,14.0,1.2,2.9,0.6,2.397,0.020
2022,12,전라북도,임실군,운암면,학암리,운암,2.1,8.3,12.9,1.0,4.0,1.4,1.921,0.007
2022,12,전라북도,정읍시,산내면,매죽리,추령천,3.4,7.1,13.1,1.0,2.2,0.4,3.219,0.009
2022,12,전라북도,임실군,강진면,용수리,임실,8.7,7.1,11.6,0.9,3.8,1.5,1.137,0.019
2022,12,전라북도,순창군,동계면,구미리,동계,5.5,8.6,13.8,1.2,3.6,0.6,1.175,0.005
2022,12,전라북도,순창군,구림면,안정리,치천,2.1,7.7,14.4,0.8,2.0,0.2,2.093,0.008
2022,12,전라북도,남원시,대강면,풍산리,수홍천,4.7,7.6,13.5,0.6,1.8,1.0,2.488,0.016
2022,12,전라북도,순창군,유등면,유촌리,옥택천,3.0,7.5,13.3,0.7,1.9,0.5,2.093,0.018
2022,12,전라북도,순창군,적성면,고원리,적성,4.7,8.0,12.4,1.4,3.6,0.5,1.648,0.008
2022,12,전라북도,남원시,금지면,귀석리,남원,4.4,8.4,13.5,1.9,3.9,0.8,1.513,0.010
2022,12,전라북도,남원시,대강면,월탄리,대강,4.2,6.7,14.3,1.2,3.5,2.1,1.434,0.023
2022,12,전라북도,장수군,산서면,사상리,오수천1,6.4,7.5,12.9,0.7,2.0,2.7,2.579,0.032
2022,12,전라북도,남원시,덕과면,사율리,율천,7.0,7.6,13.7,0.9,2.8,1.5,1.500,0.048
2022,12,전라북도,남원시,사매면,서도리,월평천,7.3,7.5,14.7,0.8,3.0,3.1,2.971,0.040
2022,12,전라북도,순창군,동계면,서호리,오수천2,5.7,7.0,15.5,1.5,3.3,1.0,1.624,0.025
2022,12,전라북도,임실군,삼계면,후천리,후곡천,4.7,7.6,15.2,0.8,2.6,0.6,1.954,0.023
2022,12,전라북도,남원시,산동면,월석리,요천1,6.5,6.3,12.6,1.0,2.2,0.2,2.099,0.005
2022,12,전라북도,남원시,금지면,창산리,요천2,5.3,8.3,12.7,2.1,4.8,1.6,5.428,0.017
2022,12,전라북도,남원시,송동면,세전리,요천3,4.3,7.1,14.4,1.7,3.9,1.8,4.486,0.044
2022,12,전라북도,고창군,아산면,구암리,주진천1,3.9,8.0,12.5,2.7,5.7,4.4,4.870,0.025
2022,12,전라북도,고창군,아산면,반암리,주진천2,4.5,7.9,12.4,2.4,5.7,8.7,4.530,0.026
2023,01,전라북도,익산시,성당면,부곡리,산북천,4.8,7.5,11.3,4.4,10.3,28.2,7.825,0.526
2023,01,전라북도,익산시,망성면,무형리,마산천,7.0,7.8,13.1,1.2,5.2,3.1,7.520,0.399
2023,01,전라북도,부안군,동진면,하장리,고부천2,4.3,8.0,12.6,2.9,9.2,7.4,6.302,0.089
2023,01,전라북도,부안군,동진면,하장리,고부천3,3.4,7.3,12.8,3.6,12.1,50.3,8.095,0.168
2023,01,전라북도,정읍시,영원면,앵성리,고부천1,1.3,8.0,13.0,2.0,8.3,4.1,7.762,0.064
2023,01,전라북도,김제시,부량면,옥정리,동진강3,3.5,7.5,12.3,3.4,8.9,12.1,6.769,0.106
2023,01,전라북도,정읍시,신태인읍,,동진강2,3.6,8.5,13.1,1.5,5.8,3.5,4.306,0.056
2023,01,전라북도,정읍시,신태인읍,구석리,용호천,2.8,8.0,13.0,3.3,6.2,8.4,4.785,0.106
2023,01,전라북도,정읍시,옹동면,산성리,동진강1,3.8,8.6,13.7,0.9,3.1,0.4,2.499,0.011
2023,01,전라북도,김제시,성덕면,남포리,신평천,5.7,7.3,10.5,3.5,14.2,59.3,10.028,0.317
2023,01,전라북도,김제시,죽산면,대창리,원평천3,4.1,7.5,12.6,4.8,13.2,58.5,8.635,0.199
2023,01,전라북도,김제시,봉남면,용신리,원평천1,3.2,8.3,13.3,2.1,6.6,6.7,5.553,0.045
2023,01,전라북도,김제시,죽산면,죽산리,원평천2,4.9,7.4,11.4,4.2,13.9,61.6,6.862,0.228
2023,01,전라북도,정읍시,공평동,,정읍천3,4.9,8.0,12.7,1.9,4.6,4.7,4.218,0.057
2023,01,전라북도,정읍시,송산동,,정읍천1,5.3,8.2,12.8,1.3,2.6,4.0,2.686,0.022
2023,01,전라북도,정읍시,연지동,,정읍천2,6.4,8.0,11.9,1.9,4.4,1.7,3.607,0.026
2023,01,전라북도,정읍시,이평면,하송리,정읍천4,5.2,7.6,12.0,2.3,7.9,8.0,6.012,0.062
2023,01,전라북도,정읍시,하모동,,천원천,3.6,8.1,13.1,2.4,6.5,13.8,4.692,0.049
2023,01,전라북도,김제시,백구면,마산리,마산천,3.7,8.1,12.8,4.7,5.5,18.4,7.406,0.248
2023,01,전라북도,완주군,삼례읍,,삼례,7.2,7.5,11.0,2.9,8.3,4.8,9.881,0.061
2023,01,전라북도,익산시,춘포면,인수리,익산천1,0.8,7.9,13.9,1.6,4.3,6.5,4.519,0.065
2023,01,전라북도,익산시,춘포면,인수리,익산천2,1.6,7.9,14.0,1.6,4.6,5.0,4.733,0.067
2023,01,전라북도,군산시,대야면,광교리,탑천,5.1,8.0,10.4,4.5,11.8,37.6,7.497,0.149
2023,01,전라북도,김제시,백구면,백구리,김제,5.6,8.0,13.0,3.1,9.0,12.9,7.826,0.085
2023,01,전라북도,김제시,백구면,월봉리,용암천,4.1,8.0,12.7,3.4,12.1,9.6,17.098,0.257
2023,01,전라북도,전주시완산구,서신동,,삼천3,2.6,8.2,13.2,1.2,4.9,1.9,3.046,0.035
2023,01,전라북도,전주시완산구,평화동3가,,삼천1,3.3,8.4,13.0,0.9,3.7,18.4,3.463,0.037
2023,01,전라북도,전주시완산구,효자동2가,,삼천2,1.9,8.4,13.3,1.3,5.1,7.9,3.091,0.033
2023,01,전라북도,완주군,소양면,황운리,소양천1,7.0,8.1,12.8,0.3,1.6,0.4,1.517,0.010
2023,01,전라북도,완주군,용진읍,상운리,소양천2,5.6,8.1,12.8,0.6,2.7,1.7,4.355,0.028
2023,01,전라북도,익산시,춘포면,용연리,익산천3,0.9,7.8,13.7,1.9,4.5,5.3,4.442,0.060
2023,01,전라북도,전주시덕진구,고랑동,,전주천7,11.6,7.8,9.8,2.9,10.6,5.7,11.341,0.052
2023,01,전라북도,전주시덕진구,전미동1가,,전주,4.6,8.1,13.7,2.8,5.3,8.4,2.465,0.137
2023,01,전라북도,전주시완산구,대성동,,전주천1,2.9,8.1,12.7,0.5,1.5,0.5,2.931,0.004
2023,01,전라북도,완주군,고산면,읍내리,고산,3.0,8.0,12.9,1.0,2.4,1.1,1.993,0.003
2023,01,전라북도,무주군,무주읍,대차리,무주남대천2,2.4,8.0,13.2,0.8,2.6,0.7,3.159,0.006
2023,01,전라북도,무주군,무주읍,읍내리,무주남대천1,3.7,8.2,13.6,1.0,2.8,0.9,2.729,0.006
2023,01,전라북도,무주군,무주읍,읍내리,무주남대천3,1.1,7.7,14.4,0.7,2.4,0.9,2.896,0.011
2023,01,전라북도,부안군,상서면,청림리,백천내,5.8,6.3,11.7,0.7,1.2,0.4,3.050,0.001
2023,01,전라북도,무주군,안성면,진도리,구량천,0.3,8.1,15.0,0.6,2.3,2.3,3.457,0.010
2023,01,전라북도,진안군,정천면,월평리,정자천,1.0,8.5,14.8,0.3,1.6,0.7,3.202,0.005
2023,01,전라북도,진안군,진안읍,운산리,진안천,2.7,7.7,11.3,1.4,3.0,1.1,2.957,0.043
2023,01,전라북도,진안군,진안읍,가막리,가막,0.4,8.2,15.1,0.6,3.1,1.5,4.404,0.007
2023,01,전라북도,무주군,무주읍,용포리,용포,3.0,8.3,13.0,0.6,2.9,0.1,1.391,0.000
2023,01,전라북도,진안군,용담면,송풍리,용담,4.4,8.3,12.4,0.4,3.5,1.3,1.287,0.006
2023,01,전라북도,남원시,운봉읍,,람천2,2.1,8.5,13.4,0.9,2.2,0.7,2.897,0.010
2023,01,전라북도,남원시,인월면,중군리,람천1,3.4,8.2,13.8,1.1,3.3,1.8,3.961,0.020
2023,01,전라북도,임실군,관촌면,방수리,관촌,2.5,7.4,14.9,1.1,2.3,0.8,3.294,0.015
2023,01,전라북도,임실군,운암면,학암리,운암,0.4,7.3,13.4,0.9,2.5,1.0,2.316,0.021
2023,01,전라북도,정읍시,산내면,매죽리,추령천,3.9,6.8,14.1,1.1,2.1,0.9,4.580,0.007
2023,01,전라북도,임실군,강진면,용수리,임실,4.7,7.2,13.5,1.2,2.9,1.4,2.031,0.013
2023,01,전라북도,순창군,동계면,구미리,동계,3.8,7.4,13.0,1.3,3.5,1.4,3.921,0.011
2023,01,전라북도,순창군,구림면,안정리,치천,1.9,7.4,14.6,0.6,1.9,0.5,3.538,0.015
2023,01,전라북도,남원시,대강면,풍산리,수홍천,2.5,7.2,14.6,0.5,1.9,0.9,3.102,0.035
2023,01,전라북도,순창군,유등면,유촌리,옥택천,1.9,7.3,14.6,0.6,2.2,0.8,2.611,0.028
2023,01,전라북도,순창군,적성면,고원리,적성,2.0,7.7,13.2,1.5,3.3,1.3,2.211,0.044
2023,01,전라북도,남원시,금지면,귀석리,남원,2.8,8.0,13.5,1.4,3.4,0.8,1.444,0.011
2023,01,전라북도,남원시,대강면,월탄리,대강,4.5,7.6,15.1,3.8,4.9,7.6,3.552,0.036
2023,01,전라북도,장수군,산서면,사상리,오수천1,4.1,7.5,12.3,0.8,2.8,17.2,2.804,0.069
2023,01,전라북도,남원시,덕과면,사율리,율천,4.6,7.6,14.0,1.1,4.2,2.8,2.042,0.061
2023,01,전라북도,남원시,사매면,서도리,월평천,4.1,7.4,14.1,1.1,3.9,5.6,3.949,0.090
2023,01,전라북도,순창군,동계면,서호리,오수천2,3.6,8.2,15.7,1.3,4.4,2.6,2.427,0.027
2023,01,전라북도,임실군,삼계면,후천리,후곡천,2.0,7.6,12.0,0.6,2.7,0.6,2.117,0.024
2023,01,전라북도,남원시,산동면,월석리,요천1,2.4,7.0,14.4,1.7,1.9,0.3,2.798,0.005
2023,01,전라북도,남원시,금지면,창산리,요천2,3.6,7.8,12.6,1.8,3.9,2.6,5.004,0.015
2023,01,전라북도,남원시,송동면,세전리,요천3,4.9,7.6,14.5,2.4,4.6,3.6,4.485,0.035
2023,01,전라북도,고창군,아산면,구암리,주진천1,3.0,8.1,14.1,1.6,5.2,4.8,4.864,0.048
2023,01,전라북도,고창군,아산면,반암리,주진천2,2.7,8.2,12.5,1.5,5.1,6.9,4.863,0.054
2023,02,전라북도,익산시,성당면,부곡리,산북천,5.3,8.2,16.5,6.5,10.7,34.0,9.052,0.556
2023,02,전라북도,익산시,망성면,무형리,마산천,6.1,7.8,12.0,1.6,4.1,3.7,8.108,0.553
2023,02,전라북도,부안군,동진면,하장리,고부천2,4.6,8.1,12.6,3.9,6.0,9.6,5.469,0.036
2023,02,전라북도,부안군,동진면,하장리,고부천3,4.4,8.4,16.6,4.6,8.8,19.1,5.400,0.066
2023,02,전라북도,정읍시,영원면,앵성리,고부천1,4.2,8.1,12.1,3.1,8.0,43.5,4.886,0.145
2023,02,전라북도,김제시,부량면,옥정리,동진강3,4.5,8.3,15.5,3.9,7.5,11.0,5.107,0.049
2023,02,전라북도,정읍시,신태인읍,,동진강2,4.8,7.9,12.8,1.5,3.9,6.7,2.591,0.019
2023,02,전라북도,정읍시,신태인읍,구석리,용호천,4.6,8.0,11.0,1.5,5.4,4.0,3.051,0.069
2023,02,전라북도,정읍시,옹동면,산성리,동진강1,4.0,8.0,14.1,1.0,3.2,1.8,2.127,0.009
2023,02,전라북도,김제시,성덕면,남포리,신평천,4.8,8.6,14.5,2.0,14.6,26.6,6.342,0.067
2023,02,전라북도,김제시,죽산면,대창리,원평천3,3.9,7.8,13.5,3.8,10.9,17.6,6.154,0.093
2023,02,전라북도,김제시,봉남면,용신리,원평천1,2.7,7.8,12.3,1.8,5.7,14.9,4.891,0.045
2023,02,전라북도,김제시,죽산면,죽산리,원평천2,4.5,8.5,14.1,3.3,12.0,17.0,5.447,0.054
2023,02,전라북도,정읍시,공평동,,정읍천3,6.4,8.1,11.6,2.0,4.1,4.9,3.878,0.042
2023,02,전라북도,정읍시,송산동,,정읍천1,4.8,8.1,12.2,1.1,2.2,1.7,4.320,0.011
2023,02,전라북도,정읍시,연지동,,정읍천2,6.9,7.8,11.4,2.0,3.6,2.2,5.377,0.027
2023,02,전라북도,정읍시,이평면,하송리,정읍천4,6.5,7.8,12.6,3.2,8.5,9.9,7.511,0.053
2023,02,전라북도,정읍시,하모동,,천원천,4.9,8.0,11.8,1.8,4.5,6.0,3.758,0.049
2023,02,전라북도,김제시,백구면,마산리,마산천,4.1,7.9,12.4,5.0,7.9,26.0,8.379,0.220
2023,02,전라북도,완주군,삼례읍,,삼례,7.6,7.3,10.6,3.5,9.1,5.7,9.064,0.066
2023,02,전라북도,익산시,춘포면,인수리,익산천1,2.7,7.7,12.9,1.4,4.3,5.8,4.227,0.084
2023,02,전라북도,익산시,춘포면,인수리,익산천2,3.2,7.7,13.1,1.5,5.1,5.6,4.573,0.092
2023,02,전라북도,군산시,대야면,광교리,탑천,5.2,7.9,12.4,3.7,7.2,13.0,6.004,0.105
2023,02,전라북도,김제시,백구면,백구리,김제,7.0,7.9,13.0,5.8,11.1,18.9,9.214,0.095
2023,02,전라북도,김제시,백구면,월봉리,용암천,4.2,7.8,12.2,4.5,13.7,31.4,13.384,0.213
2023,02,전라북도,전주시완산구,서신동,,삼천3,3.2,8.2,12.8,1.4,4.3,3.0,2.567,0.057
2023,02,전라북도,전주시완산구,평화동3가,,삼천1,3.8,8.2,12.5,0.8,2.7,12.0,2.561,0.053
2023,02,전라북도,전주시완산구,효자동2가,,삼천2,2.8,8.1,12.9,1.0,3.6,4.4,2.121,0.066
2023,02,전라북도,완주군,소양면,황운리,소양천1,6.9,8.0,11.3,0.4,1.5,0.7,2.558,0.007
2023,02,전라북도,완주군,용진읍,상운리,소양천2,6.3,7.9,12.5,0.7,2.4,1.4,4.769,0.022
2023,02,전라북도,익산시,춘포면,용연리,익산천3,2.4,7.7,12.6,0.8,5.3,9.6,4.156,0.066
2023,02,전라북도,전주시덕진구,고랑동,,전주천7,12.5,7.6,10.0,6.0,16.5,5.2,14.879,0.073
2023,02,전라북도,전주시덕진구,전미동1가,,전주,5.1,8.0,13.9,3.5,5.5,8.0,2.388,0.156
2023,02,전라북도,전주시완산구,대성동,,전주천1,4.3,8.4,12.5,0.5,1.0,0.5,2.934,0.000
2023,02,전라북도,완주군,고산면,읍내리,고산,4.0,7.6,12.4,0.7,2.7,0.4,1.640,0.003
2023,02,전라북도,무주군,무주읍,대차리,무주남대천2,2.7,7.3,12.8,1.2,2.7,0.5,2.672,0.005
2023,02,전라북도,무주군,무주읍,읍내리,무주남대천1,3.1,8.0,13.7,1.0,2.3,0.2,2.490,0.000
2023,02,전라북도,무주군,무주읍,읍내리,무주남대천3,3.3,7.6,14.1,0.9,2.8,0.9,2.706,0.012
2023,02,전라북도,부안군,상서면,청림리,백천내,5.5,7.2,11.4,0.6,1.0,0.8,3.041,0.006
2023,02,전라북도,무주군,안성면,진도리,구량천,2.2,8.4,14.8,1.0,3.1,2.7,3.296,0.011
2023,02,전라북도,진안군,정천면,월평리,정자천,3.8,8.3,13.6,0.4,2.0,0.7,2.931,0.004
2023,02,전라북도,진안군,진안읍,운산리,진안천,3.1,7.5,11.9,2.0,3.5,1.8,3.514,0.049
2023,02,전라북도,진안군,진안읍,가막리,가막,3.4,8.4,14.3,0.9,3.5,1.6,4.435,0.009
2023,02,전라북도,무주군,무주읍,용포리,용포,3.6,7.3,12.5,1.0,3.1,0.1,1.173,0.005
2023,02,전라북도,진안군,용담면,송풍리,용담,4.0,8.2,13.3,0.5,3.4,1.2,1.287,0.005
2023,02,전라북도,남원시,운봉읍,,람천2,4.4,8.8,13.7,0.9,2.7,2.0,2.321,0.012
2023,02,전라북도,남원시,인월면,중군리,람천1,5.8,8.8,15.1,0.6,3.8,2.6,3.562,0.027
2023,02,전라북도,임실군,관촌면,방수리,관촌,3.8,7.3,14.4,1.0,3.0,1.4,2.448,0.013
2023,02,전라북도,임실군,운암면,학암리,운암,6.0,8.5,14.2,1.3,2.9,2.3,2.755,0.012
2023,02,전라북도,정읍시,산내면,매죽리,추령천,4.3,7.1,13.1,0.9,3.0,1.2,4.367,0.008
2023,02,전라북도,임실군,강진면,용수리,임실,4.1,7.2,13.5,0.7,3.5,1.5,1.400,0.009
2023,02,전라북도,순창군,동계면,구미리,동계,5.6,9.0,13.3,1.0,3.6,0.6,1.322,0.005
2023,02,전라북도,순창군,구림면,안정리,치천,3.2,8.3,15.5,0.8,2.5,0.6,2.618,0.007
2023,02,전라북도,남원시,대강면,풍산리,수홍천,4.4,7.6,14.3,1.0,2.3,1.4,2.561,0.013
2023,02,전라북도,순창군,유등면,유촌리,옥택천,3.4,7.3,14.2,1.0,2.6,1.1,2.115,0.030
2023,02,전라북도,순창군,적성면,고원리,적성,3.8,8.4,13.3,1.2,3.5,1.0,1.513,0.013
2023,02,전라북도,남원시,금지면,귀석리,남원,4.9,8.9,13.4,1.0,3.8,1.4,1.465,0.007
2023,02,전라북도,남원시,대강면,월탄리,대강,5.3,7.9,15.3,2.0,4.1,2.6,1.957,0.019
2023,02,전라북도,장수군,산서면,사상리,오수천1,6.0,7.6,14.4,1.1,3.6,18.9,2.827,0.068
2023,02,전라북도,남원시,덕과면,사율리,율천,6.4,7.5,13.8,1.2,2.9,2.3,1.625,0.042
2023,02,전라북도,남원시,사매면,서도리,월평천,6.5,7.5,15.5,3.8,7.7,15.9,3.114,0.115
2023,02,전라북도,순창군,동계면,서호리,오수천2,6.4,8.7,15.9,1.3,3.5,2.1,1.757,0.018
2023,02,전라북도,임실군,삼계면,후천리,후곡천,4.8,7.9,15.9,1.0,3.3,0.9,1.849,0.016
2023,02,전라북도,남원시,산동면,월석리,요천1,3.4,7.2,14.4,0.7,2.4,0.6,2.423,0.005
2023,02,전라북도,남원시,금지면,창산리,요천2,6.1,7.7,13.1,1.3,4.6,3.4,4.436,0.018
2023,02,전라북도,남원시,송동면,세전리,요천3,6.4,7.4,13.8,2.3,4.7,5.4,5.247,0.033
2023,02,전라북도,고창군,아산면,구암리,주진천1,6.9,8.4,16.5,2.0,5.3,20.4,5.008,0.051
2023,02,전라북도,고창군,아산면,반암리,주진천2,5.7,8.0,13.1,1.8,4.8,5.3,4.489,0.033
2023,03,전라북도,익산시,성당면,부곡리,산북천,12.7,7.7,8.7,8.2,11.8,66.1,9.442,0.551
2023,03,전라북도,익산시,망성면,무형리,마산천,9.5,7.6,10.3,2.2,7.6,4.5,6.991,0.382
2023,03,전라북도,부안군,동진면,하장리,고부천2,7.8,8.0,12.0,4.3,9.2,9.7,4.847,0.042
2023,03,전라북도,부안군,동진면,하장리,고부천3,10.1,8.4,12.1,3.4,7.9,6.7,4.327,0.031
2023,03,전라북도,정읍시,영원면,앵성리,고부천1,8.5,8.1,12.3,4.0,7.8,11.7,5.130,0.053
2023,03,전라북도,김제시,부량면,옥정리,동진강3,10.5,8.7,12.9,6.5,11.2,18.2,3.661,0.051
2023,03,전라북도,정읍시,신태인읍,,동진강2,11.4,7.8,10.7,1.4,5.2,15.4,2.127,0.040
2023,03,전라북도,정읍시,신태인읍,구석리,용호천,7.8,8.3,11.1,2.2,6.5,7.0,2.096,0.049
2023,03,전라북도,정읍시,옹동면,산성리,동진강1,9.4,8.2,14.0,0.9,3.1,1.6,2.038,0.009
2023,03,전라북도,김제시,성덕면,남포리,신평천,10.7,9.0,10.4,4.2,12.3,15.6,6.606,0.093
2023,03,전라북도,김제시,죽산면,대창리,원평천3,9.3,8.5,12.9,3.2,9.9,14.9,4.930,0.046
2023,03,전라북도,김제시,봉남면,용신리,원평천1,12.6,9.5,14.6,7.9,16.2,25.4,2.815,0.103
2023,03,전라북도,김제시,죽산면,죽산리,원평천2,9.9,8.5,10.4,2.5,9.2,13.4,4.818,0.065
2023,03,전라북도,정읍시,공평동,,정읍천3,10.3,8.3,11.8,2.7,6.7,15.7,2.128,0.056
2023,03,전라북도,정읍시,송산동,,정읍천1,8.2,8.3,11.8,0.7,2.5,0.8,2.192,0.015
2023,03,전라북도,정읍시,연지동,,정읍천2,11.2,8.4,11.7,2.3,4.9,3.4,3.557,0.028
2023,03,전라북도,정읍시,이평면,하송리,정읍천4,12.6,7.6,11.7,4.6,11.8,29.4,6.385,0.075
2023,03,전라북도,정읍시,하모동,,천원천,9.0,8.3,11.7,4.7,7.7,16.3,2.829,0.068
2023,03,전라북도,김제시,백구면,마산리,마산천,8.3,8.4,14.0,6.2,9.1,50.0,5.726,0.265
2023,03,전라북도,완주군,삼례읍,,삼례,10.6,7.7,10.2,6.3,9.4,11.5,6.533,0.116
2023,03,전라북도,익산시,춘포면,인수리,익산천1,5.9,7.7,11.7,6.2,12.0,20.5,6.161,0.198
2023,03,전라북도,익산시,춘포면,인수리,익산천2,6.9,7.7,12.1,5.4,12.4,15.4,6.960,0.253
2023,03,전라북도,군산시,대야면,광교리,탑천,12.5,8.4,14.1,6.5,11.6,30.4,4.917,0.094
2023,03,전라북도,김제시,백구면,백구리,김제,13.3,8.1,12.2,6.8,12.9,23.8,7.673,0.086
2023,03,전라북도,김제시,백구면,월봉리,용암천,6.5,8.2,11.5,7.7,11.9,37.0,11.371,0.241
2023,03,전라북도,전주시완산구,서신동,,삼천3,8.4,8.4,12.0,2.6,6.2,9.8,2.222,0.069
2023,03,전라북도,전주시완산구,평화동3가,,삼천1,6.4,8.0,11.7,1.2,3.1,16.7,3.004,0.040
2023,03,전라북도,전주시완산구,효자동2가,,삼천2,6.6,8.1,12.2,2.0,4.8,4.8,2.831,0.072
2023,03,전라북도,완주군,소양면,황운리,소양천1,8.7,8.3,11.7,0.6,1.1,0.9,2.241,0.005
2023,03,전라북도,완주군,용진읍,상운리,소양천2,8.3,8.7,12.8,2.6,3.6,8.6,5.489,0.040
2023,03,전라북도,익산시,춘포면,용연리,익산천3,5.8,7.6,11.4,3.7,11.0,14.2,5.705,0.200
2023,03,전라북도,전주시덕진구,고랑동,,전주천7,15.5,7.4,9.1,4.9,14.4,5.1,15.805,0.074
2023,03,전라북도,전주시덕진구,전미동1가,,전주,11.6,7.8,12.0,3.2,6.0,10.6,1.451,0.141
